Kraj;Poradi;Kandidat;Jmeno1;Jmeno2;Titul1;Titul2;Titul3;Titul4;Titul5;Vek;Strana;Clen
Moravskoslezskı;29;Richter Boris Bc.;Richter;Boris;Bc.;;;;;53;KSÈM;KSÈM
Støedoèeskı;32;Rùková Michaela Ing. Ph.D.;Rùková;Michaela;Ing.;Ph.D.;;;;37;KSÈM;KSÈM
Plzeòskı;12;Rıdlová Gabriela Daniela;Rıdlová;Gabriela Daniela;;;;;;33;KSÈM;BEZPP
Jihomoravskı;6;Øíha Martin;Øíha;Martin;;;;;;43;KSÈM;KSÈM
Jihoèeskı;21;Sedláèek Stanislav;Sedláèek;Stanislav;;;;;;66;KSÈM;KSÈM
Ústeckı;9;Sedláèková Erika RSDr.;Sedláèková;Erika;RSDr.;;;;;58;KSÈM;KSÈM
Moravskoslezskı;20;Sekeráková Yveta;Sekeráková;Yveta;;;;;;48;KSÈM;KSÈM
Hl. m. Praha;1;Semelová Marta Mgr.;Semelová;Marta;Mgr.;;;;;53;KSÈM;KSÈM
Vysoèina;15;Semorád Zdenìk;Semorád;Zdenìk;;;;;;61;KSÈM;KSÈM
Ústeckı;21;Schalková Nataša;Schalková;Nataša;;;;;;58;KSÈM;KSÈM
Jihomoravskı;15;Skála Radoslav;Skála;Radoslav;;;;;;55;KSÈM;KSÈM
Hl. m. Praha;17;Skoupil Karel;Skoupil;Karel;;;;;;60;KSÈM;KSÈM
Libereckı;3;Skøivánková Vìra Mgr.;Skøivánková;Vìra;Mgr.;;;;;59;KSÈM;BEZPP
Vysoèina;4;Slámeèka Jan;Slámeèka;Jan;;;;;;61;KSÈM;KSÈM
Pardubickı;4;Snopek Václav Mgr. CSc.;Snopek;Václav;Mgr.;CSc.;;;;62;KSÈM;KSÈM
Vysoèina;13;Stoèková Vìra;Stoèková;Vìra;;;;;;35;KSÈM;BEZPP
Ústeckı;26;Stojan Martin DiS.;Stojan;Martin;DiS.;;;;;40;KSÈM;KSÈM
Jihoèeskı;11;Straka Zdenìk Ing.;Straka;Zdenìk;Ing.;;;;;59;KSÈM;BEZPP
Karlovarskı;4;Stránská Eliška Ing.;Stránská;Eliška;Ing.;;;;;55;KSÈM;BEZPP
Moravskoslezskı;23;Suchomel Bøetislav Mgr.;Suchomel;Bøetislav;Mgr.;;;;;43;KSÈM;BEZPP
Olomouckı;11;Sumara Ivan MUDr.;Sumara;Ivan;MUDr.;;;;;56;KSÈM;KSÈM
Støedoèeskı;19;Svoboda Jaroslav Bc.;Svoboda;Jaroslav;Bc.;;;;;34;KSÈM;KSÈM
Olomouckı;6;Symerskı Michal Ing.;Symerskı;Michal;Ing.;;;;;37;KSÈM;KSÈM
Olomouckı;20;Sypko Ladislav;Sypko;Ladislav;;;;;;54;KSÈM;KSÈM
Olomouckı;5;Szukalská Zdenka Ing.;Szukalská;Zdenka;Ing.;;;;;54;KSÈM;BEZPP
Jihomoravskı;18;Šabròáková Nadìda Ing.;Šabròáková;Nadìda;Ing.;;;;;51;KSÈM;KSÈM
Libereckı;11;Šafaøíková Helena Ing.;Šafaøíková;Helena;Ing.;;;;;63;KSÈM;KSÈM
Hl. m. Praha;25;Šafránek Ladislav Mgr. Ing. CSc., MBA;Šafránek;Ladislav;Mgr.;Ing.;CSc.;MBA;;67;KSÈM;KSÈM
Ústeckı;15;Šamsová Jaroslava Ing.;Šamsová;Jaroslava;Ing.;;;;;62;KSÈM;KSÈM
Královéhradeckı;11;Šárová Zdeòka Bc.;Šárová;Zdeòka;Bc.;;;;;39;KSÈM;BEZPP
Plzeòskı;15;Šaufl Petr;Šaufl;Petr;;;;;;49;KSÈM;KSÈM
Støedoèeskı;20;Šedivá Krulišová Jana;Šedivá;Krulišová Jana;;;;;;41;KSÈM;KSÈM
Libereckı;9;Šedivı Alexandr;Šedivı;Alexandr;;;;;;50;KSÈM;KSÈM
Jihoèeskı;6;Šedivı Ladislav;Šedivı;Ladislav;;;;;;63;KSÈM;KSÈM
Plzeòskı;10;Šefl Josef;Šefl;Josef;;;;;;56;KSÈM;KSÈM
Ústeckı;6;Šenfeld Josef Ing.;Šenfeld;Josef;Ing.;;;;;51;KSÈM;KSÈM
Ústeckı;4;Šenkıø Václav Doc. Dr. CSc.;Šenkıø;Václav;doc.;Dr.;CSc.;;;72;KSÈM;KSÈM
Plzeòskı;1;Šidlo Karel Ing.;Šidlo;Karel;Ing.;;;;;55;KSÈM;KSÈM
Karlovarskı;7;Šikıø Petr Bc.;Šikıø;Petr;Bc.;;;;;51;KSÈM;KSÈM
Jihomoravskı;33;Šimek Zdenìk;Šimek;Zdenìk;;;;;;33;KSÈM;KSÈM
Hl. m. Praha;28;Šimša Petr;Šimša;Petr;;;;;;40;KSÈM;KSÈM
Hl. m. Praha;14;Šimùnková Lenka;Šimùnková;Lenka;;;;;;23;KSÈM;KSÈM
Olomouckı;12;Šlambor Jaroslav PaedDr.;Šlambor;Jaroslav;PaedDr.;;;;;64;KSÈM;KSÈM
Jihomoravskı;13;Šlapanskı František Ing.;Šlapanskı;František;Ing.;;;;;59;KSÈM;KSÈM
Královéhradeckı;14;Šmatolán Václav;Šmatolán;Václav;;;;;;54;KSÈM;KSÈM
Jihomoravskı;19;Šmídová Iva PhDr.;Šmídová;Iva;PhDr.;;;;;49;KSÈM;KSÈM
Královéhradeckı;13;Šormová Táòa Mgr.;Šormová;Táòa;Mgr.;;;;;57;KSÈM;BEZPP
Moravskoslezskı;30;Špalek Martin;Špalek;Martin;;;;;;41;KSÈM;KSÈM
Jihomoravskı;21;Šprtel Stanislav JUDr.;Šprtel;Stanislav;JUDr.;;;;;58;KSÈM;KSÈM
Hl. m. Praha;26;Štainc Jiøí Mgr.;Štainc;Jiøí;Mgr.;;;;;32;KSÈM;KSÈM
Støedoèeskı;14;Štefek Zdenìk Ing.;Štefek;Zdenìk;Ing.;;;;;38;KSÈM;KSÈM
Královéhradeckı;18;Štìpán Lubomír Ing.;Štìpán;Lubomír;Ing.;;;;;58;KSÈM;KSÈM
Hl. m. Praha;5;Šulda Ludvík BBA;Šulda;Ludvík;BBA;;;;;34;KSÈM;KSÈM
Støedoèeskı;33;Švarc František;Švarc;František;;;;;;61;KSÈM;KSÈM
Plzeòskı;5;Švarcbek Josef RSDr.;Švarcbek;Josef;RSDr.;;;;;58;KSÈM;KSÈM
Olomouckı;14;Švec Zdenìk Ing.;Švec;Zdenìk;Ing.;;;;;58;KSÈM;BEZPP
Ústeckı;14;Tallowitz Aleš Bc.;Tallowitz;Aleš;Bc.;;;;;36;KSÈM;KSÈM
Karlovarskı;9;Tancibudek Jan;Tancibudek;Jan;;;;;;61;KSÈM;KSÈM
Jihomoravskı;8;Tesaøík Zdenìk;Tesaøík;Zdenìk;;;;;;47;KSÈM;KSÈM
Libereckı;14;Tita Miloš Ing.;Tita;Miloš;Ing.;;;;;56;KSÈM;BEZPP
Královéhradeckı;19;Typlt Petr;Typlt;Petr;;;;;;46;KSÈM;KSÈM
Olomouckı;13;Urbánek Vladimír Bc. DiS.;Urbánek;Vladimír;Bc.;DiS.;;;;37;KSÈM;BEZPP
Vysoèina;17;Vacek Petr;Vacek;Petr;;;;;;30;KSÈM;KSÈM
Plzeòskı;8;Váchalová Hana;Váchalová;Hana;;;;;;47;KSÈM;BEZPP
Moravskoslezskı;18;Valášková Dagmar;Valášková;Dagmar;;;;;;41;KSÈM;BEZPP
Jihoèeskı;20;Válek Josef Ing.;Válek;Josef;Ing.;;;;;66;KSÈM;KSÈM
Plzeòskı;2;Valenta Jiøí PhDr. Ing.;Valenta;Jiøí;PhDr.;Ing.;;;;47;KSÈM;KSÈM
Jihomoravskı;24;Válková Jana;Válková;Jana;;;;;;53;KSÈM;KSÈM
Zlínskı;13;Varga Jiøí Ing.;Varga;Jiøí;Ing.;;;;;58;KSÈM;KSÈM
Plzeòskı;18;Vávrová Michaela Ing.;Vávrová;Michaela;Ing.;;;;;30;KSÈM;BEZPP
Vysoèina;7;Vejmìlek Ladislav Ing.;Vejmìlek;Ladislav;Ing.;;;;;53;KSÈM;KSÈM
Zlínskı;16;Vejpustek Zdenìk;Vejpustek;Zdenìk;;;;;;64;KSÈM;KSÈM
Vysoèina;8;Vejvoda Kamil;Vejvoda;Kamil;;;;;;41;KSÈM;KSÈM
Olomouckı;9;Veselı Kamil;Veselı;Kamil;;;;;;46;KSÈM;KSÈM
Libereckı;16;Vìtrovec Václav;Vìtrovec;Václav;;;;;;55;KSÈM;KSÈM
Vysoèina;18;Vitásek Èestmír;Vitásek;Èestmír;;;;;;39;KSÈM;BEZPP
Jihomoravskı;14;Vítek Emil;Vítek;Emil;;;;;;55;KSÈM;KSÈM
Støedoèeskı;4;Vondrášek Josef Ing.;Vondrášek;Josef;Ing.;;;;;63;KSÈM;BEZPP
Støedoèeskı;2;Vostrá Miloslava Ing.;Vostrá;Miloslava;Ing.;;;;;48;KSÈM;KSÈM
Karlovarskı;5;Votruba Jan RSDr.;Votruba;Jan;RSDr.;;;;;59;KSÈM;KSÈM
Hl. m. Praha;34;Vrobel Lukáš;Vrobel;Lukáš;;;;;;25;KSÈM;KSÈM
Vysoèina;2;Vrzalová Helena Mgr.;Vrzalová;Helena;Mgr.;;;;;43;KSÈM;KSÈM
Jihoèeskı;8;Vykusová Blanka Ing. CSc.;Vykusová;Blanka;Ing.;CSc.;;;;55;KSÈM;BEZPP
Pardubickı;16;Vyšohlíd Antonín;Vyšohlíd;Antonín;;;;;;57;KSÈM;BEZPP
Jihoèeskı;22;Vytiska Tomeš JUDr.;Vytiska;Tomeš;JUDr.;;;;;58;KSÈM;KSÈM
Ústeckı;13;Waic Vlastimil;Waic;Vlastimil;;;;;;51;KSÈM;KSÈM
Vysoèina;6;Zahradníèek Josef;Zahradníèek;Josef;;;;;;56;KSÈM;KSÈM
Ústeckı;7;Zíka Tomáš;Zíka;Tomáš;;;;;;40;KSÈM;KSÈM
Karlovarskı;3;Zima Vladimír;Zima;Vladimír;;;;;;50;KSÈM;KSÈM
Moravskoslezskı;19;árskı Ivan Mgr.;árskı;Ivan;Mgr.;;;;;38;KSÈM;KSÈM
Pardubickı;2;ítková Jana PhDr.;ítková;Jana;PhDr.;;;;;54;KSÈM;KSÈM
Královéhradeckı;5;iková Vìra Mgr.;iková;Vìra;Mgr.;;;;;60;KSÈM;KSÈM
Zlínskı;7;Adamec Dalibor Ing.;Adamec;Dalibor;Ing.;;;;;31;LEV 21;LEV 21
Vysoèina;13;Adamec Václav DiS.;Adamec;Václav;DiS.;;;;;37;LEV 21;BEZPP
Jihomoravskı;4;Ambroz Martin;Ambroz;Martin;;;;;;40;LEV 21;BEZPP
Plzeòskı;4;André Roman;André;Roman;;;;;;43;LEV 21;LEV 21
Ústeckı;10;Andres Jaroslav Bc.;Andres;Jaroslav;Bc.;;;;;47;LEV 21;LEV 21
Hl. m. Praha;3;Babinec Bohdan MUDr. CSc.;Babinec;Bohdan;MUDr.;CSc.;;;;69;LEV 21;LEV 21
Olomouckı;13;Balvín Petr;Balvín;Petr;;;;;;42;LEV 21;LEV 21
Olomouckı;8;Balvínová Marcela Ing.;Balvínová;Marcela;Ing.;;;;;41;LEV 21;LEV 21
Pardubickı;2;Baant Martin;Baant;Martin;;;;;;36;LEV 21;LEV 21
Ústeckı;19;Beèváø Jiøí;Beèváø;Jiøí;;;;;;37;LEV 21;LEV 21
Ústeckı;1;Benda Petr Ing.;Benda;Petr;Ing.;;;;;42;LEV 21;LEV 21
Hl. m. Praha;1;Bernardová Tereza Bc.;Bernardová;Tereza;Bc.;;;;;31;LEV 21;LEV 21
Støedoèeskı;4;Bezecnı Miroslav Josef;Bezecnı;Miroslav Josef;;;;;;64;LEV 21;LEV 21
Moravskoslezskı;18;Bojdová Soòa;Bojdová;Soòa;;;;;;39;LEV 21;LEV 21
Vysoèina;2;Bokšay Jan;Bokšay;Jan;;;;;;61;LEV 21;LEV 21
Vysoèina;15;Bokšay Jan;Bokšay;Jan;;;;;;21;LEV 21;BEZPP
Støedoèeskı;21;Bouma Lukáš;Bouma;Lukáš;;;;;;31;LEV 21;LEV 21
Hl. m. Praha;13;Bouzek Petr Ing. MUDr.;Bouzek;Petr;Ing.;MUDr.;;;;52;LEV 21;LEV 21
Ústeckı;18;Brabenec Oto;Brabenec;Oto;;;;;;47;LEV 21;LEV 21
Královéhradeckı;4;Brandejs Jaroslav;Brandejs;Jaroslav;;;;;;66;LEV 21;LEV 21
Zlínskı;8;Brázdil Josef;Brázdil;Josef;;;;;;50;LEV 21;LEV 21
Karlovarskı;4;Broovskı Miroslav;Broovskı;Miroslav;;;;;;37;LEV 21;LEV 21
Olomouckı;1;Bruk Vilém MUDr.;Bruk;Vilém;MUDr.;;;;;54;LEV 21;LEV 21
Jihoèeskı;3;Brùek František;Brùek;František;;;;;;25;LEV 21;LEV 21
Zlínskı;9;Brùièka Jaroslav;Brùièka;Jaroslav;;;;;;29;LEV 21;LEV 21
Zlínskı;11;Brùièka Vladimír;Brùièka;Vladimír;;;;;;57;LEV 21;BEZPP
Pardubickı;19;Bubák Luboš;Bubák;Luboš;;;;;;32;LEV 21;BEZPP
Vysoèina;7;Bureš Lubomír;Bureš;Lubomír;;;;;;39;LEV 21;LEV 21
Støedoèeskı;16;Cajkáø Petr Ing.;Cajkáø;Petr;Ing.;;;;;46;LEV 21;LEV 21
Vysoèina;17;Carda Ludvík;Carda;Ludvík;;;;;;29;LEV 21;LEV 21
Olomouckı;21;Cehelskı Petr;Cehelskı;Petr;;;;;;42;LEV 21;BEZPP
Karlovarskı;9;Cervan David Ing. Ph.D.;Cervan;David;Ing.;Ph.D.;;;;44;LEV 21;LEV 21
Vysoèina;19;Èech Jan;Èech;Jan;;;;;;41;LEV 21;LEV 21
Jihoèeskı;4;Èech Pavel Bc.;Èech;Pavel;Bc.;;;;;35;LEV 21;LEV 21
Moravskoslezskı;23;Èekalská Michaela;Èekalská;Michaela;;;;;;36;LEV 21;LEV 21
Støedoèeskı;25;Èermák Zdenìk;Èermák;Zdenìk;;;;;;74;LEV 21;LEV 21
Jihomoravskı;33;Èernická Dana;Èernická;Dana;;;;;;53;LEV 21;LEV 21
Støedoèeskı;23;Èernohorskı Zdenìk;Èernohorskı;Zdenìk;;;;;;21;LEV 21;LEV 21
Zlínskı;6;Èervenı František Ing.;Èervenı;František;Ing.;;;;;67;LEV 21;BEZPP
Pardubickı;12;Èierny Tomáš;Èierny;Tomáš;;;;;;22;LEV 21;LEV 21
Jihomoravskı;5;Èíhal Martin;Èíhal;Martin;;;;;;37;LEV 21;LEV 21
Libereckı;16;David Jan;David;Jan;;;;;;28;LEV 21;LEV 21
Moravskoslezskı;14;David Zargon Jiøí Mgr.;David;Zargon Jiøí;Mgr.;;;;;40;LEV 21;LEV 21
Karlovarskı;2;Demèák Stanislav;Demèák;Stanislav;;;;;;46;LEV 21;LEV 21
Hl. m. Praha;4;Dimitrov Kosta Ing.;Dimitrov;Kosta;Ing.;;;;;64;LEV 21;LEV 21
Zlínskı;20;Dittrich Jaroslav;Dittrich;Jaroslav;;;;;;28;LEV 21;LEV 21
Ústeckı;11;Diveckı Radek;Diveckı;Radek;;;;;;39;LEV 21;LEV 21
Zlínskı;4;Doèkal Pavel;Doèkal;Pavel;;;;;;52;LEV 21;LEV 21
Olomouckı;6;Dopitová Veronika Ing.;Dopitová;Veronika;Ing.;;;;;26;LEV 21;LEV 21
Pardubickı;18;Dostál Josef;Dostál;Josef;;;;;;49;LEV 21;BEZPP
Královéhradeckı;12;Dostálek Karel;Dostálek;Karel;;;;;;38;LEV 21;BEZPP
Moravskoslezskı;29;Dostálová Erika;Dostálová;Erika;;;;;;38;LEV 21;LEV 21
Ústeckı;6;Doudová Marie;Doudová;Marie;;;;;;49;LEV 21;LEV 21
Pardubickı;13;Drahoòovská Tereza;Drahoòovská;Tereza;;;;;;23;LEV 21;BEZPP
Hl. m. Praha;25;Dušková Blanka MUDr.;Dušková;Blanka;MUDr.;;;;;59;LEV 21;BEZPP
Hl. m. Praha;14;Dvoøák Ivan;Dvoøák;Ivan;;;;;;57;LEV 21;LEV 21
Jihoèeskı;1;Dvoøák Tomáš Ing.;Dvoøák;Tomáš;Ing.;;;;;27;LEV 21;LEV 21
Ústeckı;16;Ekrt Tomáš;Ekrt;Tomáš;;;;;;44;LEV 21;LEV 21
Plzeòskı;6;Eretová Jiøina;Eretová;Jiøina;;;;;;62;LEV 21;BEZPP
Plzeòskı;3;Fejfar Jiøí;Fejfar;Jiøí;;;;;;56;LEV 21;LEV 21
Moravskoslezskı;4;Ferenc Marcel Ing.;Ferenc;Marcel;Ing.;;;;;38;LEV 21;LEV 21
Moravskoslezskı;15;Ferenc Zdenìk;Ferenc;Zdenìk;;;;;;48;LEV 21;LEV 21
Královéhradeckı;11;Fichtner Jindøich;Fichtner;Jindøich;;;;;;39;LEV 21;LEV 21
Karlovarskı;11;Fomenko Vladimír MUDr.;Fomenko;Vladimír;MUDr.;;;;;62;LEV 21;LEV 21
Hl. m. Praha;30;Formánek Josef Bc.;Formánek;Josef;Bc.;;;;;39;LEV 21;LEV 21
Zlínskı;3;Franc Petr;Franc;Petr;;;;;;30;LEV 21;LEV 21
Vysoèina;12;Fuks Michael;Fuks;Michael;;;;;;58;LEV 21;BEZPP
Královéhradeckı;14;Gábor Marek;Gábor;Marek;;;;;;25;LEV 21;LEV 21
Olomouckı;9;Geduš Karel;Geduš;Karel;;;;;;45;LEV 21;LEV 21
Jihomoravskı;7;Geidl Alois Mgr.;Geidl;Alois;Mgr.;;;;;44;LEV 21;LEV 21
Jihomoravskı;14;Gregoroviè Josef Ing.;Gregoroviè;Josef;Ing.;;;;;63;LEV 21;LEV 21
Olomouckı;20;Güntnerová Jana;Güntnerová;Jana;;;;;;57;LEV 21;BEZPP
Hl. m. Praha;29;Hadrava Jiøí;Hadrava;Jiøí;;;;;;69;LEV 21;LEV 21
Jihoèeskı;16;Halaèka Vladimír;Halaèka;Vladimír;;;;;;72;LEV 21;BEZPP
Libereckı;6;Hampl Libor Mgr.;Hampl;Libor;Mgr.;;;;;62;LEV 21;BEZPP
Jihomoravskı;24;Hanzel Martin;Hanzel;Martin;;;;;;28;LEV 21;BEZPP
Hl. m. Praha;16;Harvánek Petr;Harvánek;Petr;;;;;;64;LEV 21;LEV 21
Jihoèeskı;19;Havel Jan;Havel;Jan;;;;;;62;LEV 21;LEV 21
Plzeòskı;14;Havel Jan;Havel;Jan;;;;;;46;LEV 21;BEZPP
Jihoèeskı;14;Havlíèková Lucie;Havlíèková;Lucie;;;;;;31;LEV 21;BEZPP
Støedoèeskı;29;Havránek Zdenìk;Havránek;Zdenìk;;;;;;69;LEV 21;BEZPP
Jihoèeskı;5;Heinrich Petr Ing.;Heinrich;Petr;Ing.;;;;;35;LEV 21;LEV 21
Moravskoslezskı;33;Hertl Ladislav;Hertl;Ladislav;;;;;;42;LEV 21;LEV 21
Støedoèeskı;18;Hink Tomáš;Hink;Tomáš;;;;;;32;LEV 21;LEV 21
Jihomoravskı;28;Hlásenskı Ivan;Hlásenskı;Ivan;;;;;;26;LEV 21;LEV 21
Zlínskı;13;Hlavièka Jindøich;Hlavièka;Jindøich;;;;;;31;LEV 21;LEV 21
Jihomoravskı;12;Hodaj Patrik;Hodaj;Patrik;;;;;;35;LEV 21;LEV 21
Jihomoravskı;20;Hofírková Veronika Bc.;Hofírková;Veronika;Bc.;;;;;31;LEV 21;BEZPP
Královéhradeckı;19;Holeèek Jan;Holeèek;Jan;;;;;;41;LEV 21;BEZPP
Støedoèeskı;13;Holinka Ondøej;Holinka;Ondøej;;;;;;38;LEV 21;LEV 21
Støedoèeskı;1;Holinková Popková Michaela Ing.;Holinková;Popková Michaela;Ing.;;;;;35;LEV 21;LEV 21
Zlínskı;12;Holomel Tomáš;Holomel;Tomáš;;;;;;22;LEV 21;LEV 21
Ústeckı;13;Holub Milan;Holub;Milan;;;;;;52;LEV 21;LEV 21
Hl. m. Praha;2;Horák Karel JUDr. Mgr.;Horák;Karel;JUDr.;Mgr.;;;;46;LEV 21;LEV 21
Zlínskı;5;Horák Pavel;Horák;Pavel;;;;;;64;LEV 21;LEV 21
Plzeòskı;10;Horèièka Tomáš;Horèièka;Tomáš;;;;;;28;LEV 21;LEV 21
Zlínskı;2;Hoøèicová Marie;Hoøèicová;Marie;;;;;;56;LEV 21;LEV 21
Vysoèina;3;Hron Jiøí Ing.;Hron;Jiøí;Ing.;;;;;51;LEV 21;LEV 21
Plzeòskı;8;Hrubá Radka;Hrubá;Radka;;;;;;44;LEV 21;BEZPP
Jihomoravskı;9;Hruška Tomáš Ing.;Hruška;Tomáš;Ing.;;;;;44;LEV 21;LEV 21
Ústeckı;7;Hudec Jaromír;Hudec;Jaromír;;;;;;54;LEV 21;LEV 21
Královéhradeckı;8;Huòaková Gabriela Bc.;Huòaková;Gabriela;Bc.;;;;;23;LEV 21;LEV 21
Pardubickı;8;Hunka Jan;Hunka;Jan;;;;;;34;LEV 21;LEV 21
Moravskoslezskı;31;Huplíková Zuzana;Huplíková;Zuzana;;;;;;23;LEV 21;LEV 21
Vysoèina;16;Hutaø Vlastimil;Hutaø;Vlastimil;;;;;;45;LEV 21;BEZPP
Karlovarskı;1;Hybner Tomáš Mgr.;Hybner;Tomáš;Mgr.;;;;;41;LEV 21;LEV 21
Libereckı;2;Charvátová Jitka PhDr.;Charvátová;Jitka;PhDr.;;;;;45;LEV 21;BEZPP
Hl. m. Praha;27;Chrpa Pavel;Chrpa;Pavel;;;;;;55;LEV 21;LEV 21
Plzeòskı;7;Ihnátová Anna;Ihnátová;Anna;;;;;;53;LEV 21;LEV 21
Královéhradeckı;3;Jakl Jaroslav Ing.;Jakl;Jaroslav;Ing.;;;;;46;LEV 21;LEV 21
Moravskoslezskı;7;Janeba Radim;Janeba;Radim;;;;;;35;LEV 21;LEV 21
Moravskoslezskı;3;Janeèková Ivana Ing.;Janeèková;Ivana;Ing.;;;;;41;LEV 21;LEV 21
Plzeòskı;2;Janoušek Jiøí Ing.;Janoušek;Jiøí;Ing.;;;;;50;LEV 21;LEV 21
Libereckı;11;Janová Hana;Janová;Hana;;;;;;31;LEV 21;LEV 21
Jihomoravskı;17;Jaroš Jan;Jaroš;Jan;;;;;;36;LEV 21;LEV 21
Jihomoravskı;8;Jelínek Lukáš;Jelínek;Lukáš;;;;;;29;LEV 21;BEZPP
Jihomoravskı;18;Jelínková Dana Ing.;Jelínková;Dana;Ing.;;;;;52;LEV 21;BEZPP
Moravskoslezskı;1;Jeek Milan;Jeek;Milan;;;;;;54;LEV 21;LEV 21
Hl. m. Praha;34;Jirsáková Jarmila;Jirsáková;Jarmila;;;;;;60;LEV 21;LEV 21
Olomouckı;17;Jorda František;Jorda;František;;;;;;61;LEV 21;BEZPP
Olomouckı;22;Jordová Ludmila;Jordová;Ludmila;;;;;;61;LEV 21;BEZPP
Olomouckı;15;Juraèka Petr;Juraèka;Petr;;;;;;34;LEV 21;LEV 21
Vysoèina;8;Kabelková Jana Bc.;Kabelková;Jana;Bc.;;;;;42;LEV 21;LEV 21
Moravskoslezskı;25;Kabilka Miroslav Ing.;Kabilka;Miroslav;Ing.;;;;;55;LEV 21;LEV 21
Plzeòskı;5;Kadlec Jan;Kadlec;Jan;;;;;;54;LEV 21;LEV 21
Plzeòskı;15;Kadlec Jan Ing.;Kadlec;Jan;Ing.;;;;;28;LEV 21;BEZPP
Královéhradeckı;13;Kalenskı František;Kalenskı;František;;;;;;50;LEV 21;LEV 21
Pardubickı;9;Kaltoun Ondøej;Kaltoun;Ondøej;;;;;;35;LEV 21;LEV 21
Karlovarskı;3;Karafiát Jan;Karafiát;Jan;;;;;;35;LEV 21;LEV 21
Moravskoslezskı;11;Karfík Karel;Karfík;Karel;;;;;;50;LEV 21;LEV 21
Ústeckı;3;Kasal Michal Ing.;Kasal;Michal;Ing.;;;;;42;LEV 21;LEV 21
Ústeckı;8;Kassal Aleš;Kassal;Aleš;;;;;;35;LEV 21;LEV 21
Jihomoravskı;27;Kašpárek David;Kašpárek;David;;;;;;38;LEV 21;LEV 21
Hl. m. Praha;18;Kavale Jiøí JUDr.;Kavale;Jiøí;JUDr.;;;;;66;LEV 21;LEV 21
Jihomoravskı;22;Kaválek Michal;Kaválek;Michal;;;;;;32;LEV 21;BEZPP
Královéhradeckı;9;Kavalík Josef;Kavalík;Josef;;;;;;60;LEV 21;LEV 21
Ústeckı;9;Knézel Štìpán Mgr.;Knézel;Štìpán;Mgr.;;;;;63;LEV 21;BEZPP
Vysoèina;14;Kocmánek Roman;Kocmánek;Roman;;;;;;38;LEV 21;BEZPP
Zlínskı;22;Kocurková Jana;Kocurková;Jana;;;;;;73;LEV 21;LEV 21
Jihomoravskı;30;Koláøová Renata;Koláøová;Renata;;;;;;47;LEV 21;BEZPP
Støedoèeskı;3;Kosina Ondøej PhDr. Ph.D.;Kosina;Ondøej;PhDr.;Ph.D.;;;;32;LEV 21;LEV 21
Jihomoravskı;31;Kostík Zdenìk;Kostík;Zdenìk;;;;;;35;LEV 21;LEV 21
Jihoèeskı;17;Koubková Dana;Koubková;Dana;;;;;;55;LEV 21;BEZPP
Jihoèeskı;10;Kováø Karel;Kováø;Karel;;;;;;26;LEV 21;LEV 21
Jihomoravskı;32;Kováø Lubomír;Kováø;Lubomír;;;;;;68;LEV 21;LEV 21
Pardubickı;17;Kováø Lukáš;Kováø;Lukáš;;;;;;31;LEV 21;BEZPP
Støedoèeskı;7;Kozlowská Eva Ing.;Kozlowská;Eva;Ing.;;;;;46;LEV 21;LEV 21
Plzeòskı;12;Kraft Pavel;Kraft;Pavel;;;;;;42;LEV 21;LEV 21
Libereckı;1;Král Jaroslav JUDr. CSc.;Král;Jaroslav;JUDr.;CSc.;;;;61;LEV 21;LEV 21
Ústeckı;17;Kratochvíl František;Kratochvíl;František;;;;;;51;LEV 21;LEV 21
Støedoèeskı;8;Kraus Petr Ing. CSc.;Kraus;Petr;Ing.;CSc.;;;;76;LEV 21;LEV 21
Moravskoslezskı;13;Krmelová Irena;Krmelová;Irena;;;;;;47;LEV 21;LEV 21
Olomouckı;3;Krybus Vojtìch;Krybus;Vojtìch;;;;;;40;LEV 21;LEV 21
Královéhradeckı;17;Kuèerová Hana;Kuèerová;Hana;;;;;;43;LEV 21;BEZPP
Støedoèeskı;17;Kudlík Robert;Kudlík;Robert;;;;;;34;LEV 21;LEV 21
Jihoèeskı;9;Kudrna Michal Bc.;Kudrna;Michal;Bc.;;;;;28;LEV 21;LEV 21
Jihomoravskı;23;Küfhader Martin;Küfhader;Martin;;;;;;42;LEV 21;BEZPP
Jihoèeskı;11;Kukaèka Vladislav Ing.;Kukaèka;Vladislav;Ing.;;;;;29;LEV 21;LEV 21
Karlovarskı;10;Kuliš Petr;Kuliš;Petr;;;;;;61;LEV 21;LEV 21
Støedoèeskı;9;Kunstová Lucie DiS.;Kunstová;Lucie;DiS.;;;;;29;LEV 21;LEV 21
Ústeckı;20;Kusá Silvie;Kusá;Silvie;;;;;;37;LEV 21;LEV 21
Plzeòskı;11;Kynclová Václava;Kynclová;Václava;;;;;;26;LEV 21;LEV 21
Pardubickı;5;Kysilka Miloš;Kysilka;Miloš;;;;;;27;LEV 21;LEV 21
Libereckı;15;Lang Roman;Lang;Roman;;;;;;38;LEV 21;LEV 21
Jihomoravskı;16;Lang Tomáš;Lang;Tomáš;;;;;;28;LEV 21;LEV 21
Moravskoslezskı;2;Lasáková Vìra Mgr.;Lasáková;Vìra;Mgr.;;;;;60;LEV 21;LEV 21
Støedoèeskı;11;Laušmanová Jana;Laušmanová;Jana;;;;;;58;LEV 21;LEV 21
Hl. m. Praha;31;Lávièková Iva;Lávièková;Iva;;;;;;22;LEV 21;BEZPP
